0 0
0.0625 0
0.125 1
0.1875 1
0.25 0
0.3125 2
0.375 1
0.4375 0
0.5 0
0.5625 1
0.625 1
0.6875 0
0.75 0
0.8125 1
0.875 1
0.9375 1
1 0
