0 1
0.0625 0
0.125 0
0.1875 0
0.25 1
0.3125 1
0.375 0
0.4375 0
0.5 0
0.5625 1
0.625 1
0.6875 0
0.75 0
0.8125 2
0.875 2
0.9375 1
1 0
